id,first_last,province,district,gender,year_of_birth,year_of_death,place_of_birth,career,religion,type,mmd,year,candidate_votes,total_valid_votes,candidate_percent,margin,exit_year,party,minister_after_election,pre_relative,post_relative,familytie1name,familytie1link,familytie2name,familytie2link,familytie3link,familytie3name,familytie4link,familytie4name,familytie5link,familytie5name,familytie6link,familytie6name,familytie7link,familytie7name,familytie8link,familytie8name,familytie9link,familytie9name,familytie10link,familytie10name,familytie11link,familytie11name,familytie12link,familytie12name,familytie13link,familytie13name
872,ryan_riordon,New Brunswick,nepisiguit,m,1982,NA,newbrunswick,agriculture,NA,election,NA,2010,2454,5981,41.02992811,8.53,2014,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,andrew_ritchie,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1820,NA,NA,NA,NA,1827,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,robert_ritchie,New Brunswick,saintjohncountyandcity,m,NA,NA,newbrunswick,law,NA,election,1,1878,1864,12989,11.65801489,1.73,1890,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,robert_ritchie,New Brunswick,saintjohncounty,m,NA,NA,newbrunswick,law,NA,election,1,1882,2186,15319,14.26986096,3.07,1890,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,robert_ritchie,New Brunswick,saintjohncounty,m,NA,NA,newbrunswick,law,NA,election,1,1886,2590,19545,13.25147096,2.57,1890,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,williamjohnstone_ritchie,New Brunswick,NA,m,1813,1892,novascotia,law,NA,election,NA,1846,NA,NA,NA,NA,1851,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,williamjohnstone_ritchie,New Brunswick,NA,m,1813,1892,novascotia,law,NA,election,NA,1850,NA,NA,NA,NA,1851,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,williamjohnstone_ritchie,New Brunswick,NA,m,1813,1892,novascotia,law,NA,election,NA,1854,NA,NA,NA,NA,1856,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,william_roberts,New Brunswick,saintjohncity,m,1869,1938,newbrunswick,medicine,NA,election,1,1917,3543,27965,12.66940819,0.21,1925,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,william_roberts,New Brunswick,saintjohncity,m,1869,1938,newbrunswick,medicine,NA,election,1,1920,5909,45933,12.86438944,0.74,1925,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,william_roberts,New Brunswick,saintjohncity,m,1869,1938,newbrunswick,medicine,NA,election,1,1935,11044,78796,14.0159399,2.6,1938,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,brenda_robertson,New Brunswick,albert,f,1929,2020,newbrunswick,publicservice,NA,election,1,1967,3597,12293,29.26055479,8.66,1984,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,brenda_robertson,New Brunswick,albert,f,1929,2020,newbrunswick,publicservice,NA,election,1,1970,4863,13773,35.30821172,20.26,1984,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,brenda_robertson,New Brunswick,riverview,f,1929,2020,newbrunswick,publicservice,NA,election,NA,1974,3001,5484,54.72283005,17.27,1984,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,brenda_robertson,New Brunswick,riverview,f,1929,2020,newbrunswick,publicservice,NA,election,NA,1978,4443,6410,69.31357254,38.63,1984,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,brenda_robertson,New Brunswick,riverview,f,1929,2020,newbrunswick,publicservice,NA,election,NA,1982,4949,7682,64.42332726,36.42,1984,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,george_robertson,New Brunswick,saintjohncity,m,NA,NA,NA,NA,NA,election,1,1899,3952,28966,13.64358213,1.27,1908,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,george_robertson,New Brunswick,charlottefundy,m,NA,NA,NA,NA,NA,election,NA,1903,3903,27299,14.297227,0.28,1908,CCF/NDP,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,andre_robichaud,New Brunswick,gloucester,m,1937,NA,unitedstates,education,catholic,election,1,1970,11055,78683,14.05004893,7.47,1978,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,andre_robichaud,New Brunswick,shippaganlesiles,m,1937,NA,unitedstates,education,catholic,election,NA,1974,2289,6388,35.83281152,1.05,1978,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,carmel_robichaud,New Brunswick,miramichibay,f,NA,NA,newbrunswick,education,NA,election,NA,2003,3227,7006,46.06051955,2.53,2010,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,carmel_robichaud,New Brunswick,miramichibayneguac,f,NA,NA,newbrunswick,education,NA,election,NA,2006,3108,6855,45.33916849,16.7,2010,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,elvy_robichaud,New Brunswick,tracadie,m,1951,NA,newbrunswick,education,NA,byelection,NA,1991,5605,9929,56.45080068,13.66,2006,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,elvy_robichaud,New Brunswick,tracadiesheila,m,1951,NA,newbrunswick,education,NA,election,NA,1995,4214,8189,51.45927464,5.02,2006,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,elvy_robichaud,New Brunswick,tracadiesheila,m,1951,NA,newbrunswick,education,NA,election,NA,1999,5453,8664,62.93859649,29.17,2006,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,elvy_robichaud,New Brunswick,tracadiesheila,m,1951,NA,newbrunswick,education,NA,election,NA,2003,4583,8138,56.31604817,20.75,2006,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,gilbert_robichaud,New Brunswick,moncton,m,1918,1997,newbrunswick,business,catholic,election,1,1960,9652,37714,25.59261813,1.25,1967,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,gilbert_robichaud,New Brunswick,moncton,m,1918,1997,newbrunswick,business,catholic,election,1,1963,9383,37167,25.24551349,0.54,1967,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,john_robichaud,New Brunswick,gloucester,m,1883,1969,newbrunswick,business,catholic,election,1,1917,3578,21234,16.85033437,8.76,1922,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,john_robichaud,New Brunswick,gloucester,m,1883,1969,newbrunswick,business,catholic,election,1,1920,5492,33135,16.57461898,8.05,1922,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,louis_robichaud,New Brunswick,kent,m,1925,2005,newbrunswick,law,catholic,election,1,1952,6330,33185,19.07488323,4.53,1971,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,louis_robichaud,New Brunswick,kent,m,1925,2005,newbrunswick,law,catholic,election,1,1956,6010,32394,18.55281842,3.5,1971,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,louis_robichaud,New Brunswick,kent,m,1925,2005,newbrunswick,law,catholic,election,1,1960,6825,32668,20.89200441,8.14,1971,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,louis_robichaud,New Brunswick,kent,m,1925,2005,newbrunswick,law,catholic,election,1,1963,6525,29430,22.17125382,10.81,1971,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,louis_robichaud,New Brunswick,kent,m,1925,2005,newbrunswick,law,catholic,election,1,1967,6424,29424,21.83251767,9.44,1971,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,louis_robichaud,New Brunswick,kent,m,1925,2005,newbrunswick,law,catholic,election,1,1970,6608,26856,24.60530235,14.86,1971,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,martin_robichaud,New Brunswick,gloucester,m,1874,1958,newbrunswick,business,catholic,election,1,1912,2896,20140,14.37934459,3.67,1917,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,emery_robichaud,New Brunswick,caraquet,m,1943,NA,newbrunswick,business,NA,election,NA,1982,4619,9589,48.16977787,9.24,1987,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,paul_robichaud,New Brunswick,lamequeshippaganmiscou,m,1964,NA,newbrunswick,publicservice,NA,election,NA,1999,5910,8841,66.84764167,37.86,2014,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,paul_robichaud,New Brunswick,lamequeshippaganmiscou,m,1964,NA,newbrunswick,publicservice,NA,election,NA,2003,4788,7969,60.08282093,24.37,2014,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,paul_robichaud,New Brunswick,lamequeshippaganmiscou,m,1964,NA,newbrunswick,publicservice,NA,election,NA,2006,4348,7561,57.50562095,20.54,2014,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,paul_robichaud,New Brunswick,lamequeshippaganmiscou,m,1964,NA,newbrunswick,publicservice,NA,election,NA,2010,4270,7251,58.88842918,27.18,2014,Progressice Conservative,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,serge_robichaud,New Brunswick,miramichibayneguac,m,NA,NA,NA,NA,NA,election,NA,2010,2908,6808,42.71445358,5.33,2014,Progressice Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,clifford_robinson,New Brunswick,westmoreland,m,1866,1944,newbrunswick,law,NA,byelection,NA,1895,0,0,NA,100,1912,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,clifford_robinson,New Brunswick,westmoreland,m,1866,1944,newbrunswick,law,NA,election,1,1899,4064,31971,12.71151981,0.24,1912,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,clifford_robinson,New Brunswick,westmoreland,m,1866,1944,newbrunswick,law,NA,election,1,1903,4138,29448,14.05188807,1.82,1912,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,clifford_robinson,New Brunswick,westmoreland,m,1866,1944,newbrunswick,law,NA,election,1,1908,4469,32860,13.60012173,1.66,1912,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,clifford_robinson,New Brunswick,moncton,m,1866,1944,newbrunswick,law,NA,election,NA,1917,1388,2636,52.65553869,5.31,1924,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,clifford_robinson,New Brunswick,moncton,m,1866,1944,newbrunswick,law,NA,election,NA,1920,1884,4382,42.99406664,11.82,1924,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,george_robinson,New Brunswick,NA,m,NA,NA,NA,NA,NA,election,NA,1834,NA,NA,NA,NA,1837,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,james_robinson,New Brunswick,northumberland,m,1852,1932,newbrunswick,business,NA,election,1,1890,1959,13680,14.32017544,2.15,1896,Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,james_robinson,New Brunswick,northumberland,m,1852,1932,newbrunswick,business,NA,election,1,1892,2036,10520,19.35361217,1.45,1896,Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,james_robinson,New Brunswick,northumberland,m,1852,1932,newbrunswick,business,NA,election,1,1895,2265,11834,19.13976677,5.7,1896,Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,john_robinson,New Brunswick,NA,m,1762,1828,unitedstates,business,protestant,election,NA,1802,NA,NA,NA,NA,1809,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,john_robinson,New Brunswick,NA,m,1762,1828,unitedstates,business,protestant,byelection,NA,1809,NA,NA,NA,NA,1816,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,johnjames_robinson,New Brunswick,NA,m,1811,1874,england,military,anglican,election,NA,1850,NA,NA,NA,NA,1854,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,robert_robinson,New Brunswick,york,m,1826,1885,ireland,business,NA,election,1,1870,1979,10698,18.49878482,5.44,1878,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,robert_robinson,New Brunswick,york,m,1826,1885,ireland,business,NA,election,1,1874,2077,12812,16.21136435,5.18,1878,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,thomas_robison,New Brunswick,york,m,1856,1911,newbrunswick,business,NA,election,1,1908,3535,23431,15.08685075,5.13,1911,Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,alexander_rogers,New Brunswick,albert,m,1842,1933,newbrunswick,business,NA,election,1,1874,768,2955,25.98984772,8.6,1878,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,cathy_rogers,New Brunswick,monctonsouth,f,NA,NA,newbrunswick,business,NA,election,NA,2014,2903,6437,45.09864844,10.19,2020,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,cathy_rogers,New Brunswick,monctonsouth,f,NA,NA,newbrunswick,business,NA,election,NA,2018,3099,6532,47.44335579,15.45,2020,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,james_rourke,New Brunswick,saintjohncounty,m,1838,1914,newbrunswick,business,NA,election,1,1890,4905,35668,13.75182236,2.1,1892,Conservative,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,josephalfred_roussel,New Brunswick,restigouche,m,1921,2015,newbrunswick,publicservice,catholic,election,1,1970,5321,31935,16.66196963,0.19,1982,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,josephalfred_roussel,New Brunswick,restigouchewest,m,1921,2015,newbrunswick,publicservice,catholic,election,NA,1974,2503,4728,52.93993232,10.6,1982,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,josephalfred_roussel,New Brunswick,restigouchewest,m,1921,2015,newbrunswick,publicservice,catholic,election,NA,1978,2174,5753,37.78897966,2.97,1982,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,wilfred_roussel,New Brunswick,shippaganlamequemiscou,m,NA,NA,NA,NA,NA,election,NA,2014,4014,8707,46.10083841,0.51,2018,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,serge_rousselle,New Brunswick,tracadiesheila,m,NA,NA,newbrunswick,law,NA,election,NA,2014,5916,9157,64.60631211,40.64,2018,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,robert_ruddick,New Brunswick,saintjohn,m,1861,1921,newbrunswick,medicine,NA,byelection,NA,1899,0,0,NA,100,1907,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,robert_ruddick,New Brunswick,saintjohn,m,1861,1921,newbrunswick,medicine,NA,election,1,1903,1180,3818,30.90623363,12.62,1907,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,james_russell,New Brunswick,charlotte,m,1824,1915,newbrunswick,agriculture,NA,election,1,1886,1279,8394,15.2370741,1.85,1903,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,james_russell,New Brunswick,charlotte,m,1824,1915,newbrunswick,agriculture,NA,election,1,1890,0,0,NA,100,1903,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,james_russell,New Brunswick,charlotte,m,1824,1915,newbrunswick,agriculture,NA,election,1,1892,2210,13498,16.37279597,6.02,1903,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,james_russell,New Brunswick,charlotte,m,1824,1915,newbrunswick,agriculture,NA,election,1,1895,0,0,NA,100,1903,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,james_russell,New Brunswick,charlotte,m,1824,1915,newbrunswick,agriculture,NA,election,1,1899,2452,18362,13.35366518,1.61,1903,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,george_ryan,New Brunswick,NA,m,1806,1876,newbrunswick,agriculture,NA,election,NA,1850,NA,NA,NA,NA,1856,Liberal,NA,1,0,samuel_freeze,soninlaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,george_ryan,New Brunswick,NA,m,1806,1876,newbrunswick,agriculture,NA,election,NA,1854,NA,NA,NA,NA,1856,Liberal,NA,1,0,samuel_freeze,soninlaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,george_ryan,New Brunswick,NA,m,1806,1876,newbrunswick,agriculture,NA,election,NA,1861,NA,NA,NA,NA,1865,Liberal,NA,1,0,samuel_freeze,soninlaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,george_ryan,New Brunswick,NA,m,1806,1876,newbrunswick,agriculture,NA,election,NA,1866,NA,NA,NA,NA,1870,Liberal,NA,1,0,samuel_freeze,soninlaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,james_ryan,New Brunswick,albert,m,1821,1892,newbrunswick,publicservice,NA,election,1,1870,699,2547,27.44405183,13.43,1878,Liberal,NA,0,1,sanfordstephen_ryan,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,james_ryan,New Brunswick,albert,m,1821,1892,newbrunswick,publicservice,NA,election,1,1874,708,2955,23.95939086,6.57,1878,Liberal,NA,0,1,sanfordstephen_ryan,father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,patrick_ryan,New Brunswick,gloucester,m,1836,1908,newbrunswick,business,NA,byelection,NA,1874,0,0,NA,100,1892,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,patrick_ryan,New Brunswick,gloucester,m,1836,1908,newbrunswick,business,NA,election,1,1878,1212,2989,40.54867849,16.26,1892,Liberal,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,patrick_ryan,New Brunswick,gloucester,m,1836,1908,newbrunswick,business,NA,election,1,1882,883,2785,31.70556553,13.39,1892,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,patrick_ryan,New Brunswick,gloucester,m,1836,1908,newbrunswick,business,NA,election,1,1886,0,0,NA,100,1892,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,patrick_ryan,New Brunswick,gloucester,m,1836,1908,newbrunswick,business,NA,election,1,1890,0,0,NA,100,1892,Liberal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
